Date,Open,High,Low,Close,Volume
1976-06-30,975.2,1012.9,951.7,1002.8,94112031
1976-07-30,1002.8,1017.9,974.2,984.6,88818046
1976-08-31,984.6,1004.7,954.1,973.7,78198496
1976-09-30,973.7,1026.3,971.2,990.2,93552630
1976-10-29,990.2,995.6,928.3,964.9,81516540
1976-11-30,964.9,972,917.9,947.2,85944362
1976-12-31,947.2,1006.8,942.2,1004.7,120575190
1977-01-31,1004.7,1007.8,944.9,954.4,113147368
1977-02-28,954.4,963.8,926,936.4,89873684
1977-03-31,936.4,971.6,914.2,919.1,98050377
1977-04-29,919.6,956.1,909.7,926.9,90915789
1977-05-31,926.9,949.5,892.6,898.7,96049625
1977-06-30,898.7,934.4,896.5,916.3,109432330
1977-07-29,916.3,927.8,878.8,890.1,102063159
1977-08-31,890.1,900,844.4,861.5,97815788
1977-09-30,861.5,879.8,830.3,847.1,86542105
1977-10-31,847.1,855.6,792.8,818.4,93263913
1977-11-30,816,850.1,794.5,829.7,111581956
1977-12-30,829.7,835.2,800.4,831.2,101722556
1978-01-31,830.5,830.5,759.4,769.9,96572931
1978-02-28,769.9,787.4,739.2,742.1,83142856
1978-03-31,742.1,777.8,736.8,757.4,112236092
1978-04-28,756.7,846.2,747.1,837.3,156902257
1978-05-31,837.3,865.6,813.8,840.6,174981203
1978-06-30,840.6,879.3,808,819,150290977
1978-07-31,819,866.3,800.9,862.3,122140603
1978-08-31,862.3,911.2,855.3,876.8,195101505
1978-09-29,876.8,917.2,850.9,865.8,151644360
1978-10-31,865.8,909.4,782.1,792.5,153911276
1978-11-30,805.5,831.7,779.1,799,116077443
1978-12-29,802,829.9,781,805,111076692
1979-01-31,805,865,798.5,839.2,138886467
1979-02-28,839.2,844,802.2,808.8,107303007
1979-03-30,808.8,877,807.3,862.2,146571426
1979-04-30,859.9,884.6,847.3,854.9,139996242
1979-05-31,854.9,863.2,815.1,822.3,140693231
1979-06-29,822.3,853.1,817.7,842,172218497
1979-07-31,840.6,857,818,846.4,153550376
1979-08-31,846.4,893.6,839.1,887.6,186101504
1979-09-28,887.6,902.1,857.9,878.6,161039098
1979-10-31,877.7,904.9,796,815.7,193518045
1979-11-30,815.7,838.6,792.2,822.4,147439849
1979-12-31,822.4,851.5,814.8,838.7,160197743
1980-01-31,838.7,897.9,809,875.9,261257143
1980-02-29,875.9,918.2,847.3,863.1,215758645
1980-03-31,863.1,868.7,730,785.8,197695489
1980-04-30,785.8,818.5,751.4,817.1,152061655
1980-05-30,817.1,866.1,795.8,850.9,172538346
1980-06-30,850.9,896.3,840.7,867.9,187141354
1980-07-31,867.9,946.9,862.6,935.3,230474437
1980-08-29,935.3,972.4,918.5,932.6,217818045
1980-09-30,932.6,980.7,918,932.4,238581201
1980-10-31,932.4,987.3,911.6,924.5,232734585
1980-11-28,924.5,1009.4,924.5,993.3,222881957
1980-12-31,991.1,991.1,894.5,964,231349626
1981-01-30,964,1013.1,930.9,947.3,215530828
1981-02-27,947.1,980.9,923.9,974.6,184130077
1981-03-31,974.6,1021.8,955.7,1003.9,264931577
1981-04-30,1003.9,1031,981.8,997.8,253414288
1981-05-29,997.8,1005.2,956.7,991.8,204232332
1981-06-30,991.8,1023,972.7,976.9,248339097
1981-07-31,976.9,979,918.7,952.3,215181205
1981-08-31,952.3,961.5,879.1,881.5,207642857
1981-09-30,881.5,892.4,807.5,850,216347367
1981-10-30,850,885.8,823.6,852.6,225013534
1981-11-30,856,892.8,834.6,889,222839096
1981-12-31,889,898.5,862.8,875,216421804
1982-01-29,875,887.4,832.6,871.1,218422556
1982-02-26,866.3,866.3,802.2,824.4,219290977
1982-03-31,824.4,840.7,786.2,822.8,286170676
1982-04-30,822.8,871.2,820.5,848.4,256351128
1982-05-31,848.4,876.5,815.5,819.5,231532331
1982-06-30,819.5,824.3,784.3,811.9,250495488
1982-07-30,811.9,843.8,787.4,808.6,258313533
1982-08-31,808.6,911,770,901.3,377316542
1982-09-30,901.3,951.2,888.7,896.3,349181953
1982-10-29,896.3,1051.9,892,991.7,466592481
1982-11-30,991.7,1078.5,983.7,1039.3,418881203
1982-12-31,1039.3,1077.9,983.4,1046.5,379416543
1983-01-31,1046.5,1105.1,1013.4,1075.7,419007517
1983-02-28,1075.7,1135.3,1046.8,1112.2,364387219
1983-03-31,1112.2,1158.5,1105.1,1130,429004509
1983-04-29,1130,1235.5,1102.2,1226.2,403053381
1983-05-31,1225.4,1244.5,1174.3,1200,440555637
1983-06-30,1200,1260.7,1176.8,1222,445231582
1983-07-29,1222,1258.5,1179.8,1199.2,358684962
1983-08-31,1199.2,1219.8,1152.1,1216.2,384909020
1983-09-30,1216.2,1270.7,1197.4,1233.1,392438347
1983-10-31,1233.1,1286.7,1214.6,1225.2,404801502
1983-11-30,1225.2,1297,1208.7,1276,409310527
1983-12-30,1276,1285.5,1231.2,1258.6,417036090
1984-01-31,1258.6,1295.4,1209.6,1220.6,499772932
1984-02-29,1220.6,1226.6,1115,1154.6,435972179
1984-03-30,1154.6,1197.2,1131.7,1164.9,418403005
1984-04-30,1164.9,1182.1,1117.3,1170.8,387412784
1984-05-31,1170.8,1194.4,1083.2,1104.9,437492483
1984-06-29,1106.3,1144.8,1079.4,1132.4,408918048
1984-07-31,1132.4,1139.5,1079,1115.3,374932327
1984-08-31,1115.3,1253.8,1115,1224.4,569981957
1984-09-28,1222.4,1248.2,1189.8,1206.7,398945866
1984-10-31,1206.7,1246,1158.2,1207.4,475991729
1984-11-30,1207.4,1247.5,1180.8,1188.9,396378945
1984-12-31,1188.9,1223.6,1154.7,1211.6,401729325
1985-01-31,1211.6,1305.1,1178.7,1286.8,603092481
1985-02-28,1286.1,1307.5,1263.9,1284,495027066
1985-03-29,1284,1310,1242.8,1266.8,485659396
1985-04-30,1266.8,1290.3,1245.8,1258.1,447040601
1985-05-31,1258.1,1320.8,1235.5,1315.4,530151878
1985-06-28,1315.4,1341.2,1285.4,1335.5,477518794
1985-07-31,1335.5,1372.2,1313.4,1347.5,555579697
1985-08-30,1347.5,1361.9,1303.7,1334,433804511
1985-09-30,1334,1348.2,1283.7,1328.6,419584963
1985-10-31,1328.6,1384.6,1315.2,1374.3,573663157
1985-11-29,1374.3,1486.9,1367.8,1472.1,551587218
1985-12-31,1472.1,1570.9,1450.3,1546.7,632566920
1986-01-31,1546.7,1582.9,1491.7,1571,649400753
1986-02-28,1571,1732.6,1564.3,1709.1,653932330
1986-03-31,1709.1,1849.7,1663.1,1818.6,725097743
1986-04-30,1818.6,1870.2,1712.5,1784,730917292
1986-05-30,1784,1898.2,1746.5,1876.7,604565415
1986-06-30,1876.7,1908.6,1816.1,1892.7,597654135
1986-07-31,1892.7,1922.7,1741.6,1775.3,683436091
1986-08-29,1775.3,1918.6,1730.6,1898.3,609451127
1986-09-30,1898.3,1933.4,1733,1767.6,714203007
1986-10-31,1767.6,1894.7,1761.3,1877.7,680467669
1986-11-28,1877.7,1926.5,1797.1,1914.2,663345110
1986-12-31,1914.2,1971.7,1880.5,1896,735534587
1987-01-30,1897.4,2214.6,1897.4,2158,911476692
1987-02-27,2158,2266.5,2134.4,2224,786157897
1987-03-31,2224,2399.6,2209.1,2304.7,894383458
1987-04-30,2304.7,2428.4,2180.5,2286.4,886849625
1987-05-29,2286.4,2380.8,2188.5,2291.6,770909774
1987-06-30,2291.6,2466,2260.6,2418.5,810902255
1987-07-31,2418.5,2588.3,2391.3,2572.1,894676692
1987-08-31,2572.1,2746.7,2526,2663,916330827
1987-09-30,2663,2695.5,2469,2596.3,839819550
1987-10-30,2596.3,2662.4,1616.2,1993.5,1374699246
1987-11-30,1993.5,2027.5,1795.3,1833.6,809666165
1987-12-31,1833.6,2019.6,1733.9,1938.8,885733084
1988-01-29,1950.8,2075.3,1846,1958.2,788278193
1988-02-29,1958.2,2078.1,1878.2,2071.6,833061655
1988-03-31,2071.6,2110.9,1951.3,1988.1,914201504
1988-04-29,1988.1,2121.4,1968,2032.3,735509775
1988-05-31,2032.3,2072,1921.6,2031.1,728880451
1988-06-30,2031.1,2169.1,2021.3,2141.7,971438346
1988-07-29,2141.7,2169.5,2047.3,2128.7,753038346
1988-08-31,2128.7,2151.9,1978.7,2031.7,750557141
1988-09-30,2027.6,2140.3,1988.4,2112.9,690101503
1988-10-31,2112.9,2195.1,2082.3,2148.7,770336843
1988-11-30,2148.7,2186,2026.7,2114.5,636726317
1988-12-30,2114.5,2193.8,2075.4,2168.6,641706765
1989-01-31,2168.4,2350.2,2127.1,2342.3,796741355
1989-02-28,2342.3,2369.3,2232.1,2258.4,725476691
1989-03-31,2258.4,2351.1,2234.5,2293.6,790495487
1989-04-28,2293.6,2433.1,2282.1,2418.8,730206769
1989-05-31,2418.8,2521.6,2356.3,2480.2,845260150
1989-06-30,2480.2,2545,2412.9,2440.1,894719549
1989-07-31,2440.1,2668.3,2431.5,2660.7,732863911
1989-08-31,2660.7,2758.7,2619.7,2737.3,890774439
1989-09-29,2737.3,2768.2,2636.8,2692.8,684593232
1989-10-31,2692.8,2809.1,2496.9,2645.1,905113537
1989-11-30,2645.1,2718.2,2563.1,2706.3,683945861
1989-12-29,2706.3,2784.8,2658.7,2753.2,724831578
1990-01-31,2753.2,2834,2513.1,2590.5,855620301
1990-02-28,2590.5,2674.3,2541,2627.3,668120301
1990-03-30,2627.3,2775,2607.9,2707.2,740589472
1990-04-30,2707.2,2793.5,2627.7,2656.8,631856392
1990-05-31,2656.8,2908.2,2651.4,2876.7,811281204
1990-06-29,2876.7,2956.9,2821.5,2880.7,727732329
1990-07-31,2880.7,3024.3,2833.2,2905.2,760222556
1990-08-31,2905.2,2931.2,2459.4,2614.4,905472182
1990-09-28,2614.4,2665.4,2367.8,2452.5,605729324
1990-10-31,2452.5,2565.4,2344.3,2442.3,827954888
1990-11-30,2442.3,2581.2,2415.6,2559.7,710129323
1990-12-31,2559.7,2662.6,2534.7,2633.7,703017295
1991-01-31,2633.7,2747.3,2447,2736.4,825360902
1991-02-28,2736.4,2955.2,2694.3,2882.2,969392481
1991-03-29,2882.2,3017.8,2829.2,2913.9,885757895
1991-04-30,2913.9,3030.5,2848.5,2887.9,905839851
1991-05-31,2887.9,3044.5,2834.5,3027.5,845282708
1991-06-28,3027.5,3057.5,2879.3,2906.8,731521804
1991-07-31,2911.7,3039.6,2897.4,3024.8,781827069
1991-08-30,3024.8,3068.7,2836.3,3043.6,845663910
1991-09-30,3043.6,3066.6,2963.1,3016.8,731194735
1991-10-31,3016.8,3091,2925.5,3069.1,917266919
1991-11-29,3069.1,3091.9,2861.1,2894.7,838915037
1991-12-31,2894.7,3204.6,2832.3,3168.8,936004513
1992-01-31,3168.8,3313.5,3119.9,3223.4,1183093985
1992-02-28,3223.4,3307.5,3193.4,3267.7,957268420
1992-03-31,3267.7,3318.4,3176.2,3235.5,912972181
1992-04-30,3235.5,3388,3141.8,3359.1,970463910
1992-05-29,3359.1,3434,3316.6,3396.9,817901505
1992-06-30,3396.9,3435.3,3242.3,3318.5,949418798
1992-07-31,3318.5,3414.9,3255.4,3393.8,958664661
1992-08-31,3393.8,3413.2,3200.9,3257.4,821668420
1992-09-30,3257.4,3391.4,3226.6,3271.7,901472932
1992-10-30,3271.7,3291.4,3087.4,3226.3,1008396995
1992-11-30,3226.3,3326.5,3176.8,3305.2,932458645
1992-12-31,3305.2,3364.9,3229.8,3301.1,1089309021
1993-01-29,3301.1,3338.1,3219.3,3310,1184830826
1993-02-26,3310,3472.9,3262.5,3370.8,1208363910
1993-03-31,3370.8,3497.3,3334.1,3435.1,1277912032
1993-04-30,3435.1,3499.4,3338.4,3427.6,1304059400
1993-05-31,3427.6,3582.2,3402.4,3527.4,1149742104
1993-06-30,3527.4,3577.3,3445.8,3516.1,1246987218
1993-07-30,3516.1,3604.9,3443.3,3539.5,1193557897
1993-08-31,3539.5,3681.7,3523.5,3651.3,1237134587
1993-09-30,3651.3,3665.5,3501.5,3555.1,1247893983
1993-10-29,3555.1,3713.6,3541.7,3680.6,1340090977
1993-11-30,3680.6,3749.9,3585.9,3684,1327946615
1993-12-31,3684,3818.9,3673.3,3754.1,1306382707
1994-01-31,3754.1,4002.8,3715.2,3978.4,1495502260
1994-02-28,3978.4,3998.1,3811.8,3832,1320004511
1994-03-31,3832,3911.8,3544.1,3636,1635243609
1994-04-29,3633.1,3733.2,3520.8,3681.7,1293390225
1994-05-31,3681.7,3788.8,3609.7,3758.4,1280643608
1994-06-30,3758.4,3839.9,3603.9,3625,1319127068
1994-07-29,3625,3782.6,3611,3764.5,1121517295
1994-08-31,3764.5,3954.5,3722.4,3913.4,1443142105
1994-09-30,3913.4,3972.7,3804.5,3843.2,1388774437
1994-10-31,3843.2,3958.3,3736.2,3908.1,1428588721
1994-11-30,3908.1,3919.9,3612.1,3739.2,1411075940
1994-12-30,3739.2,3882.2,3639,3834.4,1432204511
1995-01-31,3834.4,3955.6,3794.4,3843.9,1544659397
1995-02-28,3843.9,4034.6,3809.2,4011.1,1428622557
1995-03-31,4011.1,4213.7,3935.3,4157.7,1756772932
1995-04-28,4157.7,4348.9,4129.7,4321.3,1420066915
1995-05-31,4321.3,4480.7,4278.7,4465.1,1703727068
1995-06-30,4465.1,4614.2,4394.6,4556.1,1703864662
1995-07-31,4556.1,4768,4530.3,4708.5,1647354139
1995-08-31,4708.5,4772.6,4552.8,4610.6,1609691728
1995-09-29,4610.6,4839.5,4594.7,4789.1,1590651884
1995-10-31,4789.1,4845.1,4638.4,4755.5,1812879691
1995-11-30,4755.5,5143.1,4719.7,5074.5,1707631579
1995-12-29,5074.5,5266.7,5016.7,5117.1,1629985712
1996-01-31,5117.1,5433.2,5000.1,5395.3,2072492469
1996-02-29,5395.3,5693.4,5319.4,5485.6,1976621064
1996-03-29,5485.6,5755.9,5395.3,5587.1,2026511272
1996-04-30,5587.1,5737.1,5382.7,5569.1,2002256379
1996-05-31,5569.1,5833,5327.7,5643.2,2012287210
1996-06-28,5643.2,5770.6,5559.7,5654.6,1788428570
1996-07-31,5654.6,5769.9,5170.1,5528.9,1853063892
1996-08-30,5528.9,5762,5507.8,5616.2,1664736089
1996-09-30,5616.2,5952.1,5550.4,5882.2,1820246604
1996-10-31,5882.2,6162.8,5833.7,6029.4,2190076685
1996-11-29,6029.4,6606.3,5975.3,6521.7,2009280448
1996-12-31,6521.7,6624,6206.8,6448.3,2050188733
1997-01-31,6448.3,6953.6,6319,6813.1,2624190200
1997-02-28,6813.1,7112.9,6683.4,6877.7,2192133834
1997-03-31,6877.7,7158.3,6532.5,6583.5,2262543603
1997-04-30,6583.5,7081.2,6315.8,7009,2359768426
1997-05-30,7009,7430.2,6891.4,7331,2279697780
1997-06-30,7331,7868.4,7214.3,7672.8,2449161691
1997-07-31,7672.8,8329,7613.5,8222.6,2697320291
1997-08-29,8222.6,8340.1,7580.9,7622.4,2392353348
1997-09-30,7651,8078.4,7556.2,7945.3,2567593946
1997-10-31,7945.3,8218.3,6936.5,7442.1,3161787956
1997-11-28,7443.1,7934.5,7334.8,7823.1,2294801508
1997-12-31,7823.6,8209.6,7563.2,7908.3,2697491719
1998-01-30,7908.3,8072.9,7391.6,7906.5,2872292482
1998-02-27,7987.5,8616.7,7987.5,8545.7,2629297010
1998-03-31,8528.8,8997.1,8377.3,8799.8,3094644343
1998-04-30,8818.5,9287.3,8715.6,9063.4,3080314297
1998-05-29,9106.5,9312,8761,8900,2588828589
1998-06-30,8907.9,9155,8524.6,8952,3056835329
1998-07-31,9011.6,9412.6,8786.5,8883.3,3201834561
1998-08-31,8868.1,8948.2,7517.7,7539.1,3399597715
1998-09-30,7583.1,8253.8,7379.7,7842.6,3770093247
1998-10-30,7749.4,8718.3,7399.8,8592.1,4060522572
1998-11-30,8645.7,9458,8573.6,9116.6,3034123292
1998-12-31,9039.6,9390.8,8610.6,9181.4,3424387223
1999-01-29,9212.8,9759.4,8994.3,9358.8,3657180465
1999-02-26,9405.4,9662.8,9025.4,9306.6,3283276694
1999-03-31,9315.3,10158.6,9163.4,9786.2,4060714261
1999-04-30,9825.3,11072.3,9707.9,10789,4178165414
1999-05-31,10788.8,11244.4,10373,10559.7,3582013511
1999-06-30,10549.1,11120.2,10334.4,10970.8,3626880454
1999-07-30,10972.4,11321.6,10595,10655.2,3458555655
1999-08-31,10654.8,11428.9,10487.3,10829.3,3568093981
1999-09-30,10828.4,11218.4,10055.2,10337,3707977444
1999-10-29,10335.7,10883.1,9884.2,10729.9,4247819610
1999-11-30,10730.8,11112.8,10536.3,10877.8,4109329491
1999-12-31,10876.5,11568.8,10859.7,11497.1,4018609185
2000-01-31,11501.8,11750.3,10701.6,10940.5,4821629041
2000-02-29,10937.7,11118.9,9836.06,10128.3,4574187369
2000-03-31,10128.1,11234.7,9731.81,10921.9,5970887097
2000-04-28,10863.3,11425.5,10201.5,10733.9,5239047252
2000-05-31,10749.4,10971.2,10258.8,10522.3,4570319640
2000-06-30,10532.3,10863,10335.5,10447.9,4364910329
2000-07-31,10450.4,10874.6,10393.1,10522,3710791776
2000-08-31,10523.8,11319.1,10518.3,11215.1,3757717223
2000-09-29,11219.5,11401.2,10567.3,10650.9,4654259909
2000-10-31,10659.1,10995.4,9651.68,10971.1,6252273325
2000-11-30,10966.2,11006.5,10292.4,10414.5,4808681449
2000-12-29,10416.8,10917.7,10299.2,10786.8,5150405641
2001-01-31,10790.9,11028,10468,10887.4,5626039747
2001-02-28,10884.8,11035.1,10294,10495.3,4081942667
2001-03-30,10493.2,10859.5,9106.54,9878.78,5797302326
2001-04-30,9877.16,10906.4,9375.72,10735,5167709050
2001-05-31,10734,11350,10673.2,10911.9,4507964740
2001-06-29,10913.6,11196.5,10394.7,10502.4,4608307800
2001-07-31,10505,10679.1,10120.9,10522.8,4350501786
2001-08-31,10527.4,10609.7,9869.14,9949.75,3865174075
2001-09-28,9946.98,10182.4,8062.34,8847.56,5207049382
2001-10-31,8845.97,9598.17,8732.14,9075.14,5468723056
2001-11-30,9087.45,9992.79,9014.46,9851.56,4378427993
2001-12-31,9848.93,10184.5,9703.9,10021.5,4058000507
2002-01-31,10021.7,10300.2,9529.46,9920,4715215495
2002-02-28,9923.04,10255.2,9580.32,10106.1,4394349355
2002-03-29,10111,10673.1,10111,10403.9,4373945708
2002-04-30,10402.1,10402.1,9811.57,9946.22,5096757124
2002-05-31,9944.9,10353.4,9802.23,9925.25,4790794094
2002-06-28,9923.94,9986.49,8926.57,9243.26,5824154587
2002-07-31,9239.25,9410.38,7532.66,8736.59,7955760203
2002-08-30,8732.58,9077.01,8030.82,8663.5,5734849071
2002-09-30,8659.27,8726.9,7460.78,7591.93,5697561541
2002-10-31,7593.04,8558.63,7197.49,8397.03,7781870317
2002-11-29,8395.64,8950.33,8298.68,8896.09,5538223518
2002-12-31,8902.95,9043.37,8242.91,8341.63,4724496338
2003-01-31,8342.38,8869.29,7917.16,8053.81,5655588165
2003-02-28,8053.74,8152.53,7628.99,7891.08,4427989377
2003-03-31,7890.24,8522.18,7416.64,7992.13,5397348162
2003-04-30,7992.83,8559.77,7979.69,8480.09,5198309174
2003-05-30,8478.48,8868.33,8340.23,8850.26,5143361373
2003-06-30,8851.45,9352.77,8851.45,8985.44,5352016335
2003-07-31,8983.66,9361.4,8871.2,9233.8,5244105085
2003-08-29,9232.68,9499.97,8997.11,9415.82,4181936494
2003-09-30,9416.67,9686.08,9230.47,9275.06,4884004381
2003-10-31,9276.8,9850.01,9276.8,9801.12,5274191220
2003-11-28,9802.46,9903.57,9585.5,9782.46,4292421359
2003-12-31,9785.35,10462.4,9785.35,10453.9,4954522225
2004-01-30,10452.7,10705.2,10367.4,10488.1,4996205403
2004-02-27,10487.8,10753.6,10434.7,10583.9,4436584843
2004-03-31,10582.2,10695.5,10007.5,10357.7,6096557327
2004-04-30,10357.5,10570.8,10219.2,10225.6,5484370200
2004-05-31,10227.3,10386.3,9852.19,10188.5,4764277640
2004-06-30,10187.2,10487.5,10134.9,10435.5,4924254318
2004-07-30,10434,10448.1,9913.92,10139.7,5483505408
2004-08-31,10138.5,10211.2,9783.91,10173.9,4516381499
2004-09-30,10170.1,10363.4,9977.92,10080.3,5177046388
2004-10-29,10082,10270.4,9708.4,10027.5,5847212966
2004-11-30,10028.7,10602.8,10010.2,10428,6250225546
2004-12-31,10425.8,10868.1,10418.6,10783,6515191653
2005-01-31,10783.8,10867.4,10368.6,10489.9,6031059007
2005-02-28,10489.7,10853.4,10489.6,10766.2,5740829904
2005-03-31,10769,10984.5,10396.2,10503.8,6509018561
2005-04-29,10504.6,10568.9,10000.5,10192.5,6566426202
2005-05-31,10192,10560.8,10075.5,10467.5,5405359615
2005-06-30,10462.9,10656.3,10253.5,10275,5590890718
2005-07-29,10273.6,10717.7,10175.4,10640.9,5453171925
2005-08-31,10641.8,10719.4,10349.4,10481.6,5763779368
2005-09-30,10481.4,10701.8,10351,10568.7,6008000387
2005-10-31,10569.5,10608.6,10156.5,10440.1,6834894029
2005-11-30,10437.5,10959.8,10388.8,10805.9,6394007999
2005-12-30,10806,10940.3,10709.4,10717.5,5972404221
2006-01-31,10718.3,11047.8,10661.2,10864.9,6656130280
2006-02-28,10862.1,11159.2,10737.7,10993.4,5759103824
2006-03-31,10993.2,11335,10922.7,11109.3,6681439280
2006-04-28,11113,11417.7,11039.1,11367.1,5584036800
2006-05-31,11367.8,11670.2,11030.5,11168.3,7297653200
2006-06-30,11169,11285.8,10698.8,11150.2,6915326416
2006-07-31,11149.3,11257.1,10683.3,11185.7,5548663680
2006-08-31,11184.8,11407.1,11042.6,11381.2,4546816896
2006-09-29,11382.8,11742,11323.8,11679.1,4494894352
2006-10-31,11679,12167,11653,12080.7,5543222544
2006-11-30,12080.2,12361,11965.3,12221.9,4722838008
2006-12-29,12221,12529.9,12090,12463.2,4336607552
2007-01-31,12459.5,12657,12337.4,12621.7,4992601600
2007-02-28,12617.2,12795.9,12086,12268.6,4347410528
2007-03-30,12265.6,12511,11939.6,12354.3,5632851904
2007-04-30,12354.5,13162,12324.3,13062.9,4819809060
2007-05-31,13062.8,13673.1,13041.3,13627.6,4992619767
2007-06-29,13628.7,13692,13251.5,13408.6,5224570597
2007-07-31,13409.6,14022,13199.8,13212,5512064484
2007-08-31,13211.1,13695.8,12517.9,13357.7,6199185358
2007-09-28,13358.4,13924.8,13021.9,13895.6,4328676932
2007-10-31,13895.7,14198.1,13407.5,13930,5010929565
2007-11-30,13924.2,13924.2,12724.1,13371.7,5980232601
2007-12-31,13368.2,13780.1,13092,13264.8,4310312383
2008-01-31,13261.8,13279.5,11634.8,12650.4,7459824055
2008-02-29,12638.2,12767.7,12069.5,12266.4,5720329027
2008-03-31,12264.4,12622.1,11731.6,12262.9,6229017541
2008-04-30,12266.6,13010,12266.5,12820.1,5050809902
2008-05-30,12818.3,13136.7,12442.6,12638.3,4530791067
2008-06-30,12637.7,12638.1,11287.5,11350,5309933092
2008-07-31,11344.6,11698.2,10827.7,11378,5523442336
2008-08-29,11379.9,11867.1,11221.5,11543.5,3578224301
2008-09-30,11545.6,11790.2,10365.5,10850.7,6302320358
2008-10-31,10847.4,10882.5,7882.51,9325.01,8361911096
2008-11-28,9326.04,9651.01,7449.38,8829.04,6262885066
2008-12-31,8826.89,9026.41,8141.04,8776.39,5701891354
2009-01-30,8772.25,9088.06,7909.03,8000.86,6261961262
2009-02-27,8000.62,8315.07,7033.62,7062.93,7134341690
2009-03-31,7056.48,7930.69,6469.95,7608.92,10561063894
2009-04-30,7606.13,8307.51,7483.87,8168.12,7795909336
2009-05-29,8167.41,8591.93,8099.31,8500.33,6614792069
2009-06-30,8501.53,8877.93,8259.43,8447,5524100354
